"URL","school","Term","Department","Course","book","author","editon","publisher","ISBN-13","ISBN-10","image link","is_required","price"
,,"Spring 2024  • "," ","MACAT 668 A PRACTICUM SEMINAR IN ART • ","Mastering NCE and CPCE Comprehensive Examination 3RD 20","Erford, Bradley T. / Hays, Danica G. / Crockett, Stephanie","3RD 20","Pearson","978-0bogus-13-519245-0","0-13-bogus519245-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0135192455.gif","Required","$75.00"
,,"Spring 2024  • "," ","MACAT 668 A PRACTICUM SEMINAR IN ART • ","Mindfulness and the Arts Therapies 2014","Rappaport, Laury","2014","Jessica Kingsley Publishers","978-1bogus-84905-909-1","1-849bogus05-909-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1849059098.gif","Required","$22.25$29.75"
,,"Spring 2024  • "," ","MACAT 668 A PRACTICUM SEMINAR IN ART • ","Racial Healing Handbook: Practical Activities to Help You Challenge Privilege, Confront Systemic Racism, and Engage in Collective Healing 2019","Singh, Anneliese A. / Sue, Derald Wing","2019","New Harbinger Publicatons","978-1bogus-68403-270-9","1-684bogus03-270-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1684032709.gif","Required","$17.00$22.50"
,,"Spring 2024  • "," ","MACAT 668 A PRACTICUM SEMINAR IN ART • ","Case Conceptualization 2ND 20","Sperry, Len / Sperry, Jon","2ND 20","Routledge N. Y.","978-0bogus-367-25665-4","0-367bogus-25665-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002354701.gif","Required","$44.25"
,,"Spring 2024  • "," ","MACAT 668 A PRACTICUM SEMINAR IN ART • ","How Master Therapists Work 2014","Sperry, Lee","2014","Routledge N. Y.","978-0bogus-415-81047-0","0-415bogus-81047-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0415810477.gif","Required","$62.25"
,,"Spring 2024  • "," ","MACAT 668 A PRACTICUM SEMINAR IN ART • ","Clinician's Thesaurus: The Guide to Conducting Interviews and Writing Psychological Reports 8TH 19","Zuckerman, Edward L.","8TH 19","Guilford Press","978-1bogus-4625-3880-5","1-462bogus5-3880-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1462538800.gif","Required","$53.25"
,,"Spring 2024  • "," ","MACAT 668 B PRACTICUM SEMINAR IN ART • ","Mastering NCE and CPCE Comprehensive Examination 3RD 20","Erford, Bradley T. / Hays, Danica G. / Crockett, Stephanie","3RD 20","Pearson","978-0bogus-13-519245-0","0-13-bogus519245-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0135192455.gif","Required","$75.00"
,,"Spring 2024  • "," ","MACAT 668 B PRACTICUM SEMINAR IN ART • ","Mindfulness and the Arts Therapies 2014","Rappaport, Laury","2014","Jessica Kingsley Publishers","978-1bogus-84905-909-1","1-849bogus05-909-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1849059098.gif","Required","$22.25$29.75"
,,"Spring 2024  • "," ","MACAT 668 B PRACTICUM SEMINAR IN ART • ","Racial Healing Handbook: Practical Activities to Help You Challenge Privilege, Confront Systemic Racism, and Engage in Collective Healing 2019","Singh, Anneliese A. / Sue, Derald Wing","2019","New Harbinger Publicatons","978-1bogus-68403-270-9","1-684bogus03-270-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1684032709.gif","Required","$17.00$22.50"
,,"Spring 2024  • "," ","MACAT 668 B PRACTICUM SEMINAR IN ART • ","Case Conceptualization 2ND 20","Sperry, Len / Sperry, Jon","2ND 20","Routledge N. Y.","978-0bogus-367-25665-4","0-367bogus-25665-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002354701.gif","Required","$44.25"
,,"Spring 2024  • "," ","MACAT 668 B PRACTICUM SEMINAR IN ART • ","How Master Therapists Work 2014","Sperry, Lee","2014","Routledge N. Y.","978-0bogus-415-81047-0","0-415bogus-81047-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0415810477.gif","Required","$62.25"
,,"Spring 2024  • "," ","MACAT 668 B PRACTICUM SEMINAR IN ART • ","Clinician's Thesaurus: The Guide to Conducting Interviews and Writing Psychological Reports 8TH 19","Zuckerman, Edward L.","8TH 19","Guilford Press","978-1bogus-4625-3880-5","1-462bogus5-3880-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1462538800.gif","Required","$53.25"
,,"Spring 2024  • "," ","MACAT 668 C PRACTICUM SEMINAR IN ART • ","Mastering NCE and CPCE Comprehensive Examination 3RD 20","Erford, Bradley T. / Hays, Danica G. / Crockett, Stephanie","3RD 20","Pearson","978-0bogus-13-519245-0","0-13-bogus519245-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0135192455.gif","Required","$75.00"
,,"Spring 2024  • "," ","MACAT 668 C PRACTICUM SEMINAR IN ART • ","Mindfulness and the Arts Therapies 2014","Rappaport, Laury","2014","Jessica Kingsley Publishers","978-1bogus-84905-909-1","1-849bogus05-909-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1849059098.gif","Required","$22.25$29.75"
,,"Spring 2024  • "," ","MACAT 668 C PRACTICUM SEMINAR IN ART • ","Racial Healing Handbook: Practical Activities to Help You Challenge Privilege, Confront Systemic Racism, and Engage in Collective Healing 2019","Singh, Anneliese A. / Sue, Derald Wing","2019","New Harbinger Publicatons","978-1bogus-68403-270-9","1-684bogus03-270-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1684032709.gif","Required","$17.00$22.50"
,,"Spring 2024  • "," ","MACAT 668 C PRACTICUM SEMINAR IN ART • ","Case Conceptualization 2ND 20","Sperry, Len / Sperry, Jon","2ND 20","Routledge N. Y.","978-0bogus-367-25665-4","0-367bogus-25665-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002354701.gif","Required","$44.25"
,,"Spring 2024  • "," ","MACAT 668 C PRACTICUM SEMINAR IN ART • ","How Master Therapists Work 2014","Sperry, Lee","2014","Routledge N. Y.","978-0bogus-415-81047-0","0-415bogus-81047-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0415810477.gif","Required","$62.25"
,,"Spring 2024  • "," ","MACAT 668 C PRACTICUM SEMINAR IN ART • ","Clinician's Thesaurus: The Guide to Conducting Interviews and Writing Psychological Reports 8TH 19","Zuckerman, Edward L.","8TH 19","Guilford Press","978-1bogus-4625-3880-5","1-462bogus5-3880-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1462538800.gif","Required","$53.25"
,,"Spring 2024  • "," ","MACAT 668 D PRACTICUM SEMINAR IN ART • ","Mastering NCE and CPCE Comprehensive Examination 3RD 20","Erford, Bradley T. / Hays, Danica G. / Crockett, Stephanie","3RD 20","Pearson","978-0bogus-13-519245-0","0-13-bogus519245-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0135192455.gif","Required","$75.00"
,,"Spring 2024  • "," ","MACAT 668 D PRACTICUM SEMINAR IN ART • ","Mindfulness and the Arts Therapies 2014","Rappaport, Laury","2014","Jessica Kingsley Publishers","978-1bogus-84905-909-1","1-849bogus05-909-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1849059098.gif","Required","$22.25$29.75"
,,"Spring 2024  • "," ","MACAT 668 D PRACTICUM SEMINAR IN ART • ","Racial Healing Handbook: Practical Activities to Help You Challenge Privilege, Confront Systemic Racism, and Engage in Collective Healing 2019","Singh, Anneliese A. / Sue, Derald Wing","2019","New Harbinger Publicatons","978-1bogus-68403-270-9","1-684bogus03-270-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1684032709.gif","Required","$17.00$22.50"
,,"Spring 2024  • "," ","MACAT 668 D PRACTICUM SEMINAR IN ART • ","Case Conceptualization 2ND 20","Sperry, Len / Sperry, Jon","2ND 20","Routledge N. Y.","978-0bogus-367-25665-4","0-367bogus-25665-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002354701.gif","Required","$44.25"
,,"Spring 2024  • "," ","MACAT 668 D PRACTICUM SEMINAR IN ART • ","How Master Therapists Work 2014","Sperry, Lee","2014","Routledge N. Y.","978-0bogus-415-81047-0","0-415bogus-81047-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0415810477.gif","Required","$62.25"
,,"Spring 2024  • "," ","MACAT 668 D PRACTICUM SEMINAR IN ART • ","Clinician's Thesaurus: The Guide to Conducting Interviews and Writing Psychological Reports 8TH 19","Zuckerman, Edward L.","8TH 19","Guilford Press","978-1bogus-4625-3880-5","1-462bogus5-3880-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1462538800.gif","Required","$53.25"
,,"Spring 2024  • "," ","MACAT 668 E PRACTICUM SEMINAR IN ART • ","Mastering NCE and CPCE Comprehensive Examination 3RD 20","Erford, Bradley T. / Hays, Danica G. / Crockett, Stephanie","3RD 20","Pearson","978-0bogus-13-519245-0","0-13-bogus519245-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0135192455.gif","Required","$75.00"
,,"Spring 2024  • "," ","MACAT 668 E PRACTICUM SEMINAR IN ART • ","Mindfulness and the Arts Therapies 2014","Rappaport, Laury","2014","Jessica Kingsley Publishers","978-1bogus-84905-909-1","1-849bogus05-909-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1849059098.gif","Required","$22.25$29.75"
,,"Spring 2024  • "," ","MACAT 668 E PRACTICUM SEMINAR IN ART • ","Racial Healing Handbook: Practical Activities to Help You Challenge Privilege, Confront Systemic Racism, and Engage in Collective Healing 2019","Singh, Anneliese A. / Sue, Derald Wing","2019","New Harbinger Publicatons","978-1bogus-68403-270-9","1-684bogus03-270-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1684032709.gif","Required","$17.00$22.50"
,,"Spring 2024  • "," ","MACAT 668 E PRACTICUM SEMINAR IN ART • ","Case Conceptualization 2ND 20","Sperry, Len / Sperry, Jon","2ND 20","Routledge N. Y.","978-0bogus-367-25665-4","0-367bogus-25665-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002354701.gif","Required","$44.25"
,,"Spring 2024  • "," ","MACAT 668 E PRACTICUM SEMINAR IN ART • ","How Master Therapists Work 2014","Sperry, Lee","2014","Routledge N. Y.","978-0bogus-415-81047-0","0-415bogus-81047-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0415810477.gif","Required","$62.25"
,,"Spring 2024  • "," ","MACAT 668 E PRACTICUM SEMINAR IN ART • ","Clinician's Thesaurus: The Guide to Conducting Interviews and Writing Psychological Reports 8TH 19","Zuckerman, Edward L.","8TH 19","Guilford Press","978-1bogus-4625-3880-5","1-462bogus5-3880-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1462538800.gif","Required","$53.25"
,,"Spring 2024  • "," ","MACR 644 A TREATMNT PLANNING INTERV& • ","Case Conceptualization and Treatment Planning: Integrating Theory With Clinical Practice 4TH 19","Berman, Pearl S.","4TH 19","Sage Publications, Inc.","978-1bogus-5063-3138-6","1-506bogus3-3138-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002143392.gif","Required","$116.25"
,,"Spring 2024  • "," ","MACR 644 A TREATMNT PLANNING INTERV& • ","Case Management for The Health, Human, and Vocational Rehabilitation Services 2018","Wilson, Keith B. / Acklin, Carrie L. / hao, Si-Yi C","2018","Aspen Professional Services","978-0bogus-9853389-8-5","0-985bogus3389-8-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0985338989.gif","Required","$56.25"
,,"Spring 2024  • "," ","MCFT 604 E CFT PRACTICUM SEMINAR II • ","Diagnostic and Statistical Manual of Mental Disorders: DSM-5 5TH 13","American Psychiatric Association","5TH 13","American Psychiatric Press Inc.","978-0bogus-89042-555-8","0-890bogus42-555-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0890425558.gif","Required","$108.00$144.00"
,,"Spring 2024  • "," ","MCFT 604 E CFT PRACTICUM SEMINAR II • ","Theory and Treatment Planning in Counseling and Psychotherapy 2ND 16","Gehart, Diane R.","2ND 16","Cengage Learning","978-1bogus-305-08961-7","1-305bogus-08961-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1305089618.gif","Required","$101.00$134.75"
,,"Spring 2024  • "," ","MCFT 604 E CFT PRACTICUM SEMINAR II • ","Family Therapy Treatment Planner 2ND 10","Jongsma, Arthur E.","2ND 10","John Wiley & Sons, Inc.","978-0bogus-470-44193-0","0-470bogus-44193-3","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/9780470441930.gif","Recommended","$40.50"
,,"Spring 2024  • "," ","MCFT 604 E CFT PRACTICUM SEMINAR II • ","Genograms: Assessment and Treatment 4TH 20","McGoldrick, Monica","4TH 20","W.W. Norton & Co.","978-0bogus-393-71404-3","0-393bogus-71404-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002345799.gif","Recommended","$32.50$43.25"
,,"Spring 2024  • "," ","MCFT 604 E CFT PRACTICUM SEMINAR II • ","Couples Psychotherapy Treatment Planner 2ND 11","O'Leary, K. Daniel","2ND 11","John Wiley & Sons, Inc.","978-0bogus-470-40695-3","0-470bogus-40695-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/047040695X.gif","Recommended","$40.50"
,,"Spring 2024  • "," ","MCFT 604 E CFT PRACTICUM &PRACTICUM • ","Diagnostic and Statistical Manual of Mental Disorders: DSM 5-TR 5TH 22","American Psychiatric Association","5TH 22","American Psychiatric Press Inc.","978-0bogus-89042-576-3","0-890bogus42-576-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0890425760.gif","Required","$114.75$153.00"
,,"Spring 2024  • "," ","MCFT 604 E CFT PRACTICUM &PRACTICUM • ","Theory and Treatment Planning in Family Therapy: A Competency-Based Approach 2016","Gehart, Diane R.","2016","Cengage Learning","978-1bogus-285-45643-0","1-285bogus-45643-2","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M001544659.gif","Required","$101.00$134.75"
,,"Spring 2024  • "," ","MCFT 604 E CFT PRACTICUM &PRACTICUM • ","Family Therapy Planner - With DSM-5 Updates 2ND 14","Dattilio, Frank M. / Jongsma, Arthur E. / Davis, Sean D.","2ND 14","John Wiley & Sons, Inc.","978-1bogus-119-06307-0","1-119bogus-06307-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1119063078.gif","Recommended","$64.00"
,,"Spring 2024  • "," ","MCFT 604 E CFT PRACTICUM &PRACTICUM • ","Couples Psychotherapy Treatment Planner - Dsm-5 Updated 2ND 14","Laureate Education","2ND 14","John Wiley & Sons, Inc.","978-1bogus-119-06312-4","1-119bogus-06312-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1119063124.gif","Recommended","$64.00"
,,"Spring 2024  • "," ","MCFT 647 B BIOPSYCHOSOCIAL BASES OF • ",,,,,,,,,
,,"Spring 2024  • "," ","MCFT 660 B CULTURE &DIVERSITY IN COU • ","Re-Visioning Family Therapy: Addressing Diversity in Clinical Practice 3RD 19","McGoldrick, Monica / Hardy, Kenneth V.","3RD 19","Guilford Press","978-1bogus-4625-3193-6","1-462bogus5-3193-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002231340.gif","Required","$53.50$71.25"
,,"Spring 2024  • "," ","MCFT 660 B CULTURE &DIVERSITY IN COU • ","Meaning of Difference 7TH 16","Rosenblum, Karen","7TH 16","McGraw-Hill Publishing Company","978-0bogus-07-802702-4","0-07-bogus802702-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0078027020.gif","Required","$88.75$118.25"
,,"Spring 2024  • "," ","MCFT 662 B OVERVIEW OF MODERN APPROA • ","Mastering Competencies in Family Therapy 3RD 18","Gehart, Diane R.","3RD 18","Cengage Learning","978-1bogus-305-94327-8","1-305bogus-94327-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1305943279.gif","Required","$134.75"
,,"Spring 2024  • "," ","MCFT 662 B OVERVIEW OF MODERN APPROA • ","Handbook of Family Therapy, Volume I 1981","Gurman, Alan S. / Kniskern, David P. (Ed.)","1981","Brunner/Mazel, Inc.","978-0bogus-87630-242-2","0-876bogus30-242-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0876302428.gif","Required","$243.00"
,,"Spring 2024  • "," ","MCFT 662 B OVERVIEW OF MODERN APPROA • ","Socioculturally Attuned Family Therapy 2018","McDowell, Teresa / Knudson-Martin, Carmen / Bermudez, J. Maria","2018","Routledge N. Y.","978-1bogus-138-67821-7","1-138bogus-67821-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/113867821X.gif","Required","$85.50"
,,"Spring 2024  • "," ","MCFT 662 B OVERVIEW OF MODERN APPROA • ","Steps to an Ecology of Mind Collected Essays in Anthropology, Psychiatry, Evolution, and Epistemology 2000","Bateson, Gregory / Bateson, Mary Catherine","2000","University of Chicago Press","978-0bogus-226-03905-3","0-226bogus-03905-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0226039056.gif","Recommended","$20.00"
,,"Spring 2024  • "," ","MCFT 662 B OVERVIEW OF MODERN APPROA • ","Focused Problem Resolution 2009","Fisch, Richard","2009","Zeig, Tucker & Theisen, Inc.","978-1bogus-934442-35-7","1-934bogus442-35-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1934442356.gif","Recommended","$20.25$27.00"
,,"Spring 2024  • "," ","MCFT 662 B OVERVIEW OF MODERN APPROA • ","Family Therapy Techniques 1981","Minuchin, Salvador","1981","Harvard University Press","978-0bogus-674-29410-3","0-674bogus-29410-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0674294106.gif","Recommended","$52.00$69.50"
,,"Spring 2024  • "," ","MCFT 662 B OVERVIEW OF MODERN APPROA • ","Families and Family Therapy - With New Introduction 2012","Minuchin, Salvador","2012","Routledge N. Y.","978-0bogus-415-66541-4","0-415bogus-66541-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0415665418.gif","Recommended",""
,,"Spring 2024  • "," ","MCFT 662 B OVERVIEW OF MODERN APPROA • ","Satir Step by Step 1983","Satir, Virginia M. / Baldwin, Michelle","1983","Science & Behavior Books Inc.","978-0bogus-8314-0068-2","0-831bogus4-0068-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0831400684.gif","Recommended","$20.00"
,,"Spring 2024  • "," ","MCFT654 A FAM DEV ACROSS THE LIFE S • ","Expanded Family Life Cycle, The: Individual, Family, and Social Perspectives 5TH 16","McGoldrick, Monica","5TH 16","Allyn & Bacon, Inc.","978-0bogus-205-96806-0","0-205bogus-96806-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0205968066.gif","Required","$218.25"
,,"Spring 2024  • "," ","MCFT654 A FAM DEV ACROSS THE LIFE S • ","",,,,,,,"",""
,,"Spring 2024  • "," ","MCFT654 B FAM DEV ACROSS THE LIFE S • ","Expanded Family Life Cycle, The: Individual, Family, and Social Perspectives 5TH 16","McGoldrick, Monica","5TH 16","Allyn & Bacon, Inc.","978-0bogus-205-96806-0","0-205bogus-96806-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0205968066.gif","Required","$218.25"
,,"Spring 2024  • "," ","MCFT654 B FAM DEV ACROSS THE LIFE S • ","",,,,,,,"",""
,,"Spring 2024  • "," ","PHDAT 826 A QUALITATIVE & EMERGENT RE • ","Art Therapy Research 2019","Betts, Donna / Deaver, Sarah","2019","Routledge N. Y.","978-1bogus-138-12611-4","1-138bogus-12611-X","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002354081.gif","Required","$44.25"
,,"Spring 2024  • "," ","PHDAT 826 A QUALITATIVE & EMERGENT RE • ","Handling Qualitative Data: A Practical Guide 4TH 21","Richards, Lyn","4TH 21","Sage Publications, Inc.","978-1bogus-5264-9077-3","1-526bogus4-9077-3","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M005016171.gif","Required","$38.50$51.50"
,,"Spring 2024  • "," ","PHDAT 833 A SPECIAL TOPICS SPIRITUAL • ","Spirituality and Art Therapy 2001","Farrelly-Hansen, Mimi (Ed.)","2001","Jessica Kingsley Publishers","978-1bogus-85302-952-3","1-853bogus02-952-1","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1853029521.gif","Required","$30.50$40.50"
,,"Spring 2024  • "," ","PHDAT 833 A SPECIAL TOPICS SPIRITUAL • ","Power of Neuroplasticity 2013","Helmstetter, Shad","2013","Createspace Receiving","978-1bogus-4997-9460-1","1-499bogus7-9460-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1499794606.gif","Required","$10.00"
,,"Spring 2024  • "," ","PHDAT 833 A SPECIAL TOPICS SPIRITUAL • ","Spiritual Art Therapy - With CD 3RD 17","Horovitz, Ellen G.","3RD 17","Amazon","978-0bogus-398-09188-0","0-398bogus-09188-9","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0398091889.gif","Required","$52.50"
,,"Spring 2024  • "," ","PHDAT 833 A SPECIAL TOPICS SPIRITUAL • ","Spirit in Session: Working with Your Client's Spirituality 2019","Jones, Russell Siler","2019","Templeton Foundation Press","978-1bogus-59947-561-5","1-599bogus47-561-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1599475618.gif","Required","$20.75"
,,"Spring 2024  • "," ","PHDAT 833 A SPECIAL TOPICS SPIRITUAL • ","Language of Emotions 2010","McLaren, Karla","2010","St. Martins Press, Inc.","978-1bogus-59179-769-2","1-591bogus79-769-1","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1591797691.gif","Required","$18.00"
,,"Spring 2024  • "," ","PHDAT 834 A TRAUMA INFOMRED CARE • ","Post-Traumatic Stress Disorder and Art Therapy 2021","Backos, Amy","2021","Jessica Kingsley Publishers","978-1bogus-78775-204-7","1-787bogus75-204-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1787752046.gif","Required","$31.50"
,,"Spring 2024  • "," ","PHDAT 834 A TRAUMA INFOMRED CARE • ","Neurobiologically Informed Trauma Therapy with Children and Adolescents: Understanding Mechanisms of Change 2014","Chapman, Linda","2014","W.W. Norton & Co.","978-0bogus-393-70788-5","0-393bogus-70788-1","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0393707881.gif","Required","$36.00"
,,"Spring 2024  • "," ","PHDAT 834 A TRAUMA INFOMRED CARE • ","Un/ Making of Latina/ O Citizenship 2014","Hernandez, Ellie D. / Gibson, Eliza Rodriguez y (Ed.)","2014","Palgrave Macmillan Ltd.","978-1bogus-137-43107-3","1-137bogus-43107-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1137431075.gif","Required","$49.50"
,,"Spring 2024  • "," ","PHDAT 834 A TRAUMA INFOMRED CARE • ","Art Therapy, Trauma, and Neuroscience: Theoretical and Practical Perspectives 2016","King, Juliet L.","2016","Routledge N. Y.","978-1bogus-138-83938-0","1-138bogus-83938-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1138839353.gif","Required","$51.50"
,,"Spring 2024  • "," ","PHDAT 834 A TRAUMA INFOMRED CARE • ","Black Is the Body 2019","Bernard, Emily","2019","Alfrd A. Knopf, Inc.","978-1bogus-101-97241-0","1-101bogus-97241-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002353819.gif","Optional","$12.25"
,,"Spring 2024  • "," ","PHDAT 834 A TRAUMA INFOMRED CARE • ","Women of Color Talk 2018","Clack, Angela Roman","2018","Ingram Book Co.","978-1bogus-73218-561-6","1-732bogus18-561-1","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1732185611.gif","Optional",""
,,"Spring 2024  • "," ","PHDAT 834 A TRAUMA INFOMRED CARE • ","Lifting the Taboo: Women, Death and Dying 1996","Cline, Sally","1996","New York University Press","978-0bogus-8147-1406-5","0-814bogus7-1406-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0814714064.gif","Optional","$27.00"
,,"Spring 2024  • "," ","PHDAT 834 A TRAUMA INFOMRED CARE • ","Transforming The Living Legacy of Trauma 2021","Fisher, Janina","2021","Pesi","978-1bogus-68373-348-5","1-683bogus73-348-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1683733487.gif","Optional","$31.50"
,,"Spring 2024  • "," ","PHDAT 834 A TRAUMA INFOMRED CARE • ","ART AND ART THERAPY WITH IMPRISONED (Paperback) 2020","Gussak, David","2020","Routledge N. Y.","978-0bogus-367-25277-9","0-367bogus-25277-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0367252775.gif","Optional","$45.00"
,,"Spring 2024  • "," ","PHDAT 834 A TRAUMA INFOMRED CARE • ","Mended by the Muse 2014","Richman, Sophia","2014","Routledge N. Y.","978-0bogus-415-88364-1","0-415bogus-88364-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0415883644.gif","Optional","$42.50"
,,"Spring 2024  • "," ","PHDAT 834 A TRAUMA INFOMRED CARE • ","YOGA & MINDFULNESS THERAPY WORKBOOK FOR CLINICIANS AND CLIENTS 2014","SIMPKINS","2014","Pesi","978-1bogus-936128-83-9","1-936bogus128-83-7","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1936128837.gif","Optional",""
,,"Spring 2024  • "," ","PHDAT 834 A TRAUMA INFOMRED CARE • ","Insight into Adlerian Art Therapy: Through the Lens of Individual Psychology 2016","Sutherland, Judy","2016","Createspace Receiving","978-0bogus-692-80516-9","0-692bogus-80516-8","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0692805168.gif","Optional","$31.25"
,,"Spring 2024  • "," ","PHDAT 837 A ELECTIVE ADVANCED ADLERIA • ","Courage to Be Disliked 2017","Kishimi, Ichiro / Koga, Fumitake","2017","Atria Books","978-1bogus-5011-9727-7","1-501bogus1-9727-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1501197274.gif","Required","$24.50"
,,"Spring 2024  • "," ","PHDAT 837 A ELECTIVE ADVANCED ADLERIA • ","Early Recollections 2006","Mosak, Harold H.","2006","Routledge N. Y.","978-0bogus-415-95287-3","0-415bogus-95287-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0415952875.gif","Required","$72.00"
,,"Spring 2024  • "," ","PHDAT 837 A ELECTIVE ADVANCED ADLERIA • ","Adlerian Counseling and Psychotherapy: A Practitioner's Wellness Approach 6TH 19","Sweeney, Thomas J.","6TH 19","Taylor & Francis","978-1bogus-138-47895-4","1-138bogus-47895-4","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1138478954.gif","Required","$58.50"
,,"Spring 2024  • "," ","PHDAT 902 A DISSERTATION II • ",,,,,,,,,
,,"Spring 2024  • "," ","PHDAT 903 A DISSERTATION III • ",,,,,,,,,
,,"Spring 2024  • "," ","PHDAT 904 A DISSERTATION CONT. • ",,,,,,,,,
,,"Spring 2024  • "," ","PSY 600 A CLIN INT & FUND SKILLS • ","Helping Skills: Facilitating Exploration, Insight, and Action 5TH 20","Hill, Clara E.","5TH 20","American Psychological Association - APA","978-1bogus-4338-3137-9","1-433bogus8-3137-6","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/M002299208.gif","Required","$59.50$79.25"
,,"Spring 2024  • "," ","PSY 648 B PSYCHOPATHOLOGY I • ","Diagnostic and Statistical Manual of Mental Disorders: DSM 5-TR 5TH 22","American Psychiatric Association","5TH 22","American Psychiatric Press Inc.","978-0bogus-89042-576-3","0-890bogus42-576-0","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/0890425760.gif","Required","$114.75$153.00"
,,"Spring 2024  • "," ","PSY 662 A INTEGRATIVE ASSESSMENT PE • ","Handbook of Psychological Assessment 6TH 16","Groth-Marnat, Gary","6TH 16","John Wiley & Sons, Inc.","978-1bogus-118-96064-6","1-118bogus-96064-5","https://bookinfo.mbsdirect.net/TextbookInfo/Covers/1118960645.gif","Required","$126.00"
